epoch,binary_crossentropy,dice_coef,loss,val_binary_crossentropy,val_dice_coef,val_loss
0,0.3495887517929077,0.18418271839618683,0.8162350654602051,0.04672863706946373,0.5049964189529419,0.5002084374427795
1,0.045188259333372116,0.5483227968215942,0.45363879203796387,0.03533150628209114,0.540507972240448,0.46596577763557434
2,0.03417161479592323,0.6031529307365417,0.39724621176719666,0.02336355671286583,0.6310526728630066,0.3731383681297302
3,0.031114250421524048,0.643179714679718,0.35767513513565063,0.018673954531550407,0.6868185997009277,0.31699395179748535
4,0.026830067858099937,0.6677933931350708,0.323859304189682,0.019375933334231377,0.7007993459701538,0.30322885513305664
5,0.021918507292866707,0.7353382706642151,0.2644360065460205,0.0171924140304327,0.7143969535827637,0.2903920114040375
6,0.02506868727505207,0.700920820236206,0.2966136634349823,0.02312007173895836,0.6550953984260559,0.34969785809516907
7,0.021456751972436905,0.7387017011642456,0.2613331079483032,0.018192607909440994,0.7285443544387817,0.27563056349754333
8,0.022005850449204445,0.7215642333030701,0.27901241183280945,0.017650526016950607,0.7234897613525391,0.28027254343032837
9,0.022259561344981194,0.7278407216072083,0.2738454341888428,0.0256382767111063,0.6349498629570007,0.3683502674102783
10,0.021631015464663506,0.7016719579696655,0.2996768653392792,0.01772424206137657,0.736406683921814,0.26756009459495544
11,0.020860303193330765,0.7566550374031067,0.24344658851623535,0.01640278287231922,0.7417297959327698,0.26234227418899536
12,0.021375199779868126,0.7519481182098389,0.2484515905380249,0.017954526469111443,0.733427882194519,0.2702825963497162
13,0.02197585254907608,0.7109312415122986,0.2801821827888489,0.01950959488749504,0.7174049019813538,0.28724732995033264
14,0.019182268530130386,0.7572308778762817,0.23330684006214142,0.017610367387533188,0.7489289045333862,0.2547641396522522
15,0.01798676699399948,0.7869747281074524,0.21411029994487762,0.016920017078518867,0.7481276392936707,0.2558118402957916
16,0.01770172268152237,0.7738540172576904,0.2235143482685089,0.02170819416642189,0.7221574187278748,0.2819465696811676
17,0.02113436721265316,0.740884006023407,0.2498549222946167,0.016864754259586334,0.743305504322052,0.2608408033847809
18,0.01790088601410389,0.7710608839988708,0.22953148186206818,0.01725468970835209,0.7553072571754456,0.248212993144989
19,0.01962617039680481,0.7764115929603577,0.22126391530036926,0.016726307570934296,0.7584107518196106,0.2452705204486847
20,0.01778915338218212,0.7616314888000488,0.2374826967716217,0.016611188650131226,0.7596501708030701,0.2440129667520523
21,0.018261192366480827,0.7666987776756287,0.2341683804988861,0.01758226379752159,0.754043698310852,0.2498978227376938
22,0.017571205273270607,0.8003227710723877,0.19903430342674255,0.021130817010998726,0.7197866439819336,0.2835196256637573
23,0.017723504453897476,0.7951304912567139,0.20531515777111053,0.017127269878983498,0.7620075941085815,0.2415328323841095
24,0.01844598911702633,0.7845245003700256,0.21692271530628204,0.01991666853427887,0.7352387309074402,0.26837342977523804
25,0.017850885167717934,0.7939640879631042,0.20649099349975586,0.02223721332848072,0.7078285813331604,0.2960737645626068
26,0.018002009019255638,0.7871586680412292,0.2138030081987381,0.017587097361683846,0.7594531178474426,0.24416810274124146
27,0.017223022878170013,0.8065076470375061,0.1931583434343338,0.01684579811990261,0.7586711645126343,0.24452367424964905
28,0.017860859632492065,0.7923439741134644,0.2077377289533615,0.01924307644367218,0.744876503944397,0.258498877286911
29,0.018814606592059135,0.7890480160713196,0.21189744770526886,0.01883312501013279,0.7582998871803284,0.24528375267982483
30,0.016558974981307983,0.8032135367393494,0.19725963473320007,0.018384085968136787,0.7496513724327087,0.25372564792633057
31,0.01719972863793373,0.8176867961883545,0.1823553740978241,0.02050814963877201,0.7359944581985474,0.2678752541542053
32,0.01637592352926731,0.8086163401603699,0.1921808421611786,0.0194086991250515,0.7390327453613281,0.2644125521183014
33,0.015072382986545563,0.8010498881340027,0.20075032114982605,0.017778940498828888,0.7547649145126343,0.2490140199661255
34,0.015141989104449749,0.8170495629310608,0.18412326276302338,0.018268996849656105,0.7498899102210999,0.2531702518463135
35,0.015687402337789536,0.8183615803718567,0.1824069321155548,0.01872771978378296,0.7609500885009766,0.24282687902450562
36,0.01504564005881548,0.8062583208084106,0.1842740774154663,0.017024440690875053,0.766505777835846,0.23727545142173767
37,0.013671183958649635,0.8302718997001648,0.16432678699493408,0.01798449456691742,0.7560205459594727,0.2476099729537964
38,0.014768946915864944,0.8348200917243958,0.1659974455833435,0.020939398556947708,0.7279648780822754,0.2755580544471741
39,0.014045216143131256,0.838154673576355,0.16047197580337524,0.0181737020611763,0.7591719627380371,0.24422422051429749
40,0.015881109982728958,0.8072708249092102,0.1871958076953888,0.021874580532312393,0.7260400056838989,0.27802911400794983
41,0.016452552750706673,0.8146292567253113,0.1860448569059372,0.023780973628163338,0.7035815119743347,0.29974058270454407
42,0.014291269704699516,0.8328160047531128,0.16637417674064636,0.01961081475019455,0.7427191734313965,0.26097583770751953
43,0.013697205111384392,0.8400627374649048,0.15992698073387146,0.019091403111815453,0.7602666020393372,0.2434694766998291
44,0.012936057522892952,0.8551175594329834,0.1448386013507843,0.0215567909181118,0.7305631637573242,0.27303630113601685
45,0.012938852421939373,0.8415677547454834,0.15961986780166626,0.019241895526647568,0.7588781118392944,0.24404339492321014
