epoch,binary_crossentropy,dice_coef,loss,lr,val_binary_crossentropy,val_dice_coef,val_loss
0,0.033304277807474136,0.6468217372894287,0.355307012796402,7.2408425e-06,0.019547205418348312,0.7574276924133301,0.24582132697105408
1,0.04057525470852852,0.6414199471473694,0.36114054918289185,5.2533424e-06,0.01779431849718094,0.7683128714561462,0.23461386561393738
2,0.03691532835364342,0.6357738971710205,0.36668217182159424,2.7966576e-06,0.01787441223859787,0.7726999521255493,0.23043598234653473
3,0.037006676197052,0.6355605125427246,0.3659726083278656,8.091574e-07,0.01793835312128067,0.7703784108161926,0.2326883226633072
4,0.0300134364515543,0.6397770047187805,0.36246025562286377,5e-08,0.017936425283551216,0.7711235880851746,0.2319282442331314
5,0.03517412394285202,0.6482517719268799,0.3540757894515991,6.9278694e-06,0.019369568675756454,0.7569789886474609,0.24627676606178284
6,0.047146961092948914,0.6213992238044739,0.3811338543891907,6.1529067e-06,0.017984746024012566,0.7734953761100769,0.22927238047122955
7,0.0587347075343132,0.6503995656967163,0.35197752714157104,4.993093e-06,0.018111659213900566,0.7713165879249573,0.2317572385072708
8,0.030937472358345985,0.6209254860877991,0.37771138548851013,3.625e-06,0.018215084448456764,0.7700850367546082,0.23310774564743042
9,0.07181363552808762,0.6638351678848267,0.3383640944957733,2.2569068e-06,0.01815568283200264,0.7698846459388733,0.23323552310466766
10,0.042789261788129807,0.6385630965232849,0.36352983117103577,1.0970932e-06,0.018115811049938202,0.7698279619216919,0.23324286937713623
11,0.04511455446481705,0.6577042937278748,0.34471645951271057,3.2213066e-07,0.01808849349617958,0.7703860402107239,0.2327289879322052
12,0.040741294622421265,0.6546419262886047,0.3477778136730194,5e-08,0.01808004081249237,0.7705400586128235,0.23258279263973236
13,0.03863568231463432,0.6541517376899719,0.3482861816883087,6.3704515e-06,0.01842353865504265,0.7737828493118286,0.22921480238437653
14,0.028663374483585358,0.6498810648918152,0.35174357891082764,6.0492716e-06,0.020742662250995636,0.7486100196838379,0.2535167932510376
15,0.04918045550584793,0.6473763585090637,0.3551580309867859,5.5383484e-06,0.018366338685154915,0.7671194672584534,0.23587992787361145
16,0.08389714360237122,0.6632058620452881,0.33892080187797546,4.8725e-06,0.018213586881756783,0.7713916897773743,0.23158495128154755
17,0.034205492585897446,0.6500293612480164,0.35212957859039307,4.097103e-06,0.019271166995167732,0.7653194665908813,0.2378574013710022
18,0.0675300732254982,0.66072016954422,0.3417114317417145,3.265e-06,0.018258992582559586,0.7727758288383484,0.23022028803825378
19,0.0362943671643734,0.6349007487297058,0.3674737811088562,2.4328967e-06,0.018104534596204758,0.7752623558044434,0.22760087251663208
20,0.03413195163011551,0.6617519855499268,0.3405334949493408,1.6575e-06,0.018308693543076515,0.7728921175003052,0.23019595444202423
21,0.049598220735788345,0.6573700904846191,0.3450770974159241,9.916517e-07,0.01821819506585598,0.7732114791870117,0.22977259755134583
22,0.07156570255756378,0.6653779745101929,0.33714544773101807,4.807283e-07,0.018133115023374557,0.7740779519081116,0.2288711667060852
23,0.037803612649440765,0.6521447896957397,0.3500257134437561,1.5954846e-07,0.01813134364783764,0.7740657925605774,0.22888286411762238
24,0.044624943286180496,0.6623213291168213,0.3399728536605835,5e-08,0.018129197880625725,0.7740812301635742,0.2288634181022644
25,0.06954339891672134,0.6516764163970947,0.35099339485168457,5.7880793e-06,0.018360089510679245,0.7677344679832458,0.23520101606845856
26,0.03659261018037796,0.6545026898384094,0.34779390692710876,5.6576514e-06,0.018352258950471878,0.7734113931655884,0.2298145741224289
27,0.042479224503040314,0.661603569984436,0.340774804353714,5.4446796e-06,0.02019553631544113,0.7577716708183289,0.24530619382858276
28,0.033764176070690155,0.627816379070282,0.37115272879600525,5.1556344e-06,0.018501881510019302,0.7635111212730408,0.23941615223884583
29,0.08464952558279037,0.6728202700614929,0.32937854528427124,4.799299e-06,0.018447676673531532,0.7701832056045532,0.23265676200389862
30,0.02840602770447731,0.6388719081878662,0.3630923330783844,4.3865e-06,0.017907122150063515,0.7785107493400574,0.2244015634059906
31,0.031045613810420036,0.6529662609100342,0.3486979305744171,3.92978e-06,0.020229285582900047,0.7514873147010803,0.25139421224594116
32,0.042886123061180115,0.651417076587677,0.35104095935821533,3.4430168e-06,0.018621711060404778,0.7714380621910095,0.23139797151088715
33,0.037652045488357544,0.651748538017273,0.3504634201526642,2.941e-06,0.0181347094476223,0.7785702347755432,0.22439149022102356
34,0.03246013820171356,0.6577021479606628,0.3446440100669861,2.438983e-06,0.01849575899541378,0.7738983035087585,0.22923099994659424
35,0.04250798001885414,0.6528165936470032,0.3493266999721527,1.9522197e-06,0.018195845186710358,0.7774582505226135,0.22557960450649261
36,0.03918686509132385,0.6676526069641113,0.3346909284591675,1.4955e-06,0.01819586381316185,0.777129054069519,0.22586973011493683
37,0.05201901122927666,0.68132483959198,0.32082027196884155,1.082701e-06,0.018277911469340324,0.7762401700019836,0.22675098478794098
38,0.027726737782359123,0.6462036371231079,0.3562660813331604,7.263655e-07,0.018339183181524277,0.7742528319358826,0.2286105751991272
39,0.03047560341656208,0.6568482518196106,0.34510308504104614,4.3732055e-07,0.018298471346497536,0.7752715945243835,0.22763043642044067
40,0.040117062628269196,0.6696270108222961,0.3326197862625122,2.2434864e-07,0.0183025561273098,0.7747111320495605,0.2281857281923294
41,0.029041320085525513,0.6283835172653198,0.3659806251525879,9.392079e-08,0.018309246748685837,0.7743811011314392,0.22849641740322113
