epoch,binary_crossentropy,dice_coef,loss,val_binary_crossentropy,val_dice_coef,val_loss
0,0.8442190289497375,0.012719827704131603,1.3190633058547974,0.6515825390815735,0.014815093949437141,1.315976858139038
1,0.6509708762168884,0.018318230286240578,1.3119240999221802,0.3985149562358856,0.024533050134778023,1.3046292066574097
2,0.34610044956207275,0.0346389040350914,1.2941361665725708,0.17840607464313507,0.056933239102363586,1.2705261707305908
3,0.14134232699871063,0.0864148810505867,1.2410701513290405,0.08899499475955963,0.1307697594165802,1.1946258544921875
4,0.0631972923874855,0.16649846732616425,1.1598840951919556,0.05012357980012894,0.20068128407001495,1.1222196817398071
5,0.03317387402057648,0.246001198887825,1.0795261859893799,0.030823837965726852,0.2567364275455475,1.0635579824447632
6,0.025608278810977936,0.3158816993236542,1.0090510845184326,0.028929630294442177,0.3139598071575165,1.0050082206726074
7,0.021897118538618088,0.40298306941986084,0.921572744846344,0.026442615315318108,0.4042092263698578,0.9138563871383667
8,0.022426513954997063,0.48438191413879395,0.839914083480835,0.026864690706133842,0.47142305970191956,0.8490947484970093
9,0.02312628924846649,0.5244600772857666,0.7996296882629395,0.028168272227048874,0.49616876244544983,0.8247969150543213
10,0.024379897862672806,0.5406879782676697,0.7832169532775879,0.0290363822132349,0.5182424783706665,0.8040764927864075
11,0.022937806323170662,0.5563791394233704,0.7673565745353699,0.029554804787039757,0.5205678343772888,0.801238477230072
12,0.022985029965639114,0.5790520310401917,0.7445245981216431,0.030270349234342575,0.517524003982544,0.8035609722137451
13,0.02334955707192421,0.5777860879898071,0.7456375360488892,0.030819931998848915,0.5444865226745605,0.7788298726081848
14,0.024148793891072273,0.5931569933891296,0.7301207780838013,0.03089722990989685,0.5545084476470947,0.7693314552307129
15,0.023846061900258064,0.594786524772644,0.7283508777618408,0.031782347708940506,0.569391131401062,0.7556790113449097
16,0.023982800543308258,0.5859570503234863,0.7370433807373047,0.03220273181796074,0.5779711604118347,0.7475838661193848
17,0.022908775135874748,0.6050694584846497,0.7177965044975281,0.03256717696785927,0.5852078199386597,0.7405214905738831
18,0.023128213360905647,0.6101638674736023,0.7125698328018188,0.034330084919929504,0.583524227142334,0.7419116497039795
19,0.023621508851647377,0.6020203828811646,0.7205818891525269,0.03434021770954132,0.5877481698989868,0.7375797629356384
20,0.02226991578936577,0.6264687776565552,0.696004331111908,0.03357357531785965,0.5946308970451355,0.73074871301651
21,0.023314835503697395,0.6335265636444092,0.6888185143470764,0.034228865057229996,0.5938088893890381,0.73125159740448
22,0.02309681661427021,0.6242509484291077,0.6979683041572571,0.035948194563388824,0.587830662727356,0.7363061308860779
23,0.021947255358099937,0.6479960083961487,0.6740978956222534,0.03795785829424858,0.5767771601676941,0.7460455894470215
24,0.022493476048111916,0.6485318541526794,0.6734375953674316,0.035888392478227615,0.5934358239173889,0.730389416217804
25,0.022933702915906906,0.6221322417259216,0.6997136473655701,0.03748171404004097,0.5843911170959473,0.7383840084075928
26,0.022870441898703575,0.6273800134658813,0.6943425536155701,0.038692764937877655,0.5789982080459595,0.7430543303489685
27,0.022838860750198364,0.6473813056945801,0.6742194294929504,0.04011921584606171,0.5706849098205566,0.7505045533180237
28,0.021695192903280258,0.6689106822013855,0.6525688767433167,0.03735072538256645,0.5918136835098267,0.7305064797401428
29,0.022218696773052216,0.6377688646316528,0.6835898756980896,0.04171619191765785,0.5650186538696289,0.7554057240486145
30,0.022457018494606018,0.6318362355232239,0.6894041299819946,0.04102053493261337,0.5713986754417419,0.749058723449707
31,0.02195701189339161,0.6491453647613525,0.6719780564308167,0.0400095172226429,0.5792544484138489,0.7414455413818359
32,0.022326631471514702,0.6553197503089905,0.6656866669654846,0.04484622925519943,0.5511544346809387,0.7680957317352295
33,0.022742806002497673,0.6563244462013245,0.6645657420158386,0.04894038662314415,0.5291215777397156,0.7893444895744324
34,0.021796006709337234,0.6619758009910583,0.6587998270988464,0.04606612026691437,0.5470684766769409,0.7716931700706482
35,0.02219071239233017,0.6614584922790527,0.6592023372650146,0.04536633566021919,0.5528036952018738,0.7659974098205566
36,0.02248692326247692,0.6706368923187256,0.6499107480049133,0.043234825134277344,0.566344141960144,0.7527557015419006
37,0.021856503561139107,0.6664659976959229,0.6539686322212219,0.043721310794353485,0.5653306245803833,0.753471851348877
38,0.02191733568906784,0.6574352979660034,0.6628859043121338,0.05060441792011261,0.5310331583023071,0.7865939140319824
39,0.022214576601982117,0.6631767749786377,0.6570319533348083,0.04795996472239494,0.5442668795585632,0.7735356688499451
40,0.02179124392569065,0.6801578998565674,0.6399390697479248,0.0476829931139946,0.5471925735473633,0.7705761790275574
