;loss_train;loss_val;metric_train;metric_val
0;1.3946148524681727;0.8349597930313192;3.0464884916941326;0.8975789209206899
1;1.2815529803435008;0.2647913234227518;2.9421766969892715;0.5306009191812741
2;0.7427389393250148;0.1691205290469548;2.7274849653244018;0.5579317368980911
3;0.74580792983373;0.31136322701349856;2.7894609133402506;0.8327966190874576
4;0.5609683631194963;0.17548057432027742;2.629414510726929;0.43074735841817324
5;0.4170121591952112;0.2941737616774238;2.3961313830481634;0.7033075278004011
6;0.2514820588131746;0.07680279473198526;2.2767090638478598;0.3983522151907285
7;0.18609382526742088;0.057903236976798986;2.0663930025365618;0.48247886662397327
8;0.14966144158194464;0.05525616505342189;1.8559804055425855;0.3401527964768724
9;0.11386202428386444;0.04764273359703818;1.8412743237283495;0.4259350513728956
10;0.09364314788124628;0.05037032212126683;1.7427182131343417;0.3172969294918908
11;0.06579356915834877;0.03494365031559331;1.543556570675638;0.3055963502989875
12;0.0391736397261007;0.03826862491716586;1.2367051204045614;0.3281811214569542
13;0.03969953666027221;0.039478942521277025;1.255403247475624;0.374620709899399
14;0.03990369958596097;0.0359419578337919;1.222661034266154;0.32142986583833894
15;0.03423976276794242;0.037767400665279637;1.1523696502049765;0.3561866152824627
16;0.028420513578587107;0.03200079349335283;1.1824394086996715;0.2849809860189756
17;0.023267449769708844;0.026613684621891783;1.008863671620687;0.26913602509432366
18;0.017255605570971964;0.0341112229973482;0.9056195471021864;0.3183763748345276
19;0.014351583220478562;0.025013669628842352;0.823549719982677;0.252428719376783
20;0.01180189332873043;0.02688940456460437;0.7314091967211829;0.2575705084535811
21;0.010722861340683367;0.03342649149387664;0.6897240950001611;0.2728266125189192
22;0.01262704499790238;0.02734053009482725;0.7687942153877683;0.2630896537875136
23;0.013126962321499984;0.024417908446863163;0.8054942296610939;0.25170829628413127
24;0.01263008356327191;0.02814345824990596;0.7624294963147905;0.26218058293064433
25;0.009768494997277027;0.0246223011920746;0.6257218112548192;0.2584595151659515
26;0.006192546631791629;0.027022911270048806;0.5017996041311158;0.2578031666990783
27;0.007770756575175458;0.02944620591826808;0.5686789558993446;0.2565880579356518
28;0.009462592085926896;0.02438253910519658;0.6679779006375207;0.26011058064177633
29;0.006852608939839734;0.03616577493166473;0.5355228768454657;0.2744814235717058
30;0.00997662490958141;0.02789305046899244;0.7073828000161383;0.30976535032192865
31;0.009160596969822007;0.026787108852517526;0.6597960492802991;0.25653522996645833
32;0.007308989655899091;0.027761092180663936;0.5943383991718292;0.27095709356168907
33;0.006865501038393834;0.02589064675245254;0.5544267174270417;0.255137207891999
34;0.00711961785176148;0.026260348349286585;0.6098669110072984;0.250089818953226
35;0.008097821665513847;0.026610230393271195;0.5872603141599231;0.27264371948937577
36;0.005616907486465708;0.02844363289085676;0.5186356450120608;0.2706555432122615
37;0.0074646526404346025;0.040703298774262146;0.5939496904611588;0.2885630041037479
38;0.008634690817497256;0.02998778513251131;0.6278341601292292;0.27379361275169584
39;0.00835806793378045;0.03707814116577437;0.6184339546495013;0.28685709237017565
40;0.0070432887187861426;0.030549817846945694;0.5609530869457456;0.29014364687932864
41;0.004895707221779352;0.02500015466721379;0.5124644463260969;0.2615827360086971
42;0.004327645663094396;0.027598399666405586;0.4289749945203463;0.2671224624022014
43;0.005259098423670771;0.02813834644439339;0.484795500503646;0.261480051630901
44;0.005307191863216253;0.02907830402857346;0.46139906528923247;0.27190148998051883
45;0.0060375915125607405;0.025430162898485126;0.5437861310111152;0.24797558083923327
46;0.004333644688853787;0.026033178199981598;0.4903456062078476;0.254238961243795
47;0.0071210617623971;0.029204713964312155;0.5837569396942854;0.26800280588989456
48;0.006714613854678141;0.024510216631056715;0.5398963371912638;0.25552146944941745
49;0.006758575045710637;0.026487266921806925;0.5400298241111967;0.25547545037956704
50;0.0046967342340697845;0.029248647158237873;0.5373011532757017;0.2639013029841913
51;0.004597090759004155;0.03448459209772005;0.447544715139601;0.3372280050845196
52;0.006354518734022147;0.024634527382942098;0.5353732518023915;0.2641328936856654
53;0.005105788462484876;0.023569187212564832;0.5136304650041792;0.25085578734676045
54;0.0051726154633797705;0.027772462801011796;0.49565675291750166;0.2619931664317846
55;0.004340632184822526;0.027726318083134378;0.47374775211016334;0.2574927048964633
56;0.0049594259458697505;0.025431471847979184;0.512144277162022;0.2569488319257895
57;0.0042786817134280375;0.025911772417847107;0.46753549261225597;0.2639438631582177
58;0.0048192353531097375;0.03073152050492354;0.48315681351555717;0.2662339438166883
59;0.0050134985513674716;0.02635690534991429;0.4491362288594246;0.24425850193947554
60;0.00598550190204858;0.02939068819882272;0.5228840814696418;0.29541349861149985
