;loss_train;loss_val;metric_train;metric_val
0;0.8857771871404515;0.3388543692708481;2.8253728058603076;0.4876413137341539
1;1.4715953489144644;0.7752146418820808;2.9860392226113213;0.5200687064892716
2;1.1170502814981673;0.2762765510564754;2.934315135743883;0.5891271167331271
3;0.5974711143308216;0.16466965107837395;2.622930335998535;0.5728722307831049
4;0.40408381062249343;0.08731689734243749;2.516555751694573;0.3589780049605502
5;0.37542842974265417;0.21865415975205704;2.4061164723502264;0.41473546620044444
6;0.28453209863768686;0.08341449994376389;2.3400369273291695;0.4830783421277172
7;0.20488206350968943;0.051988026021758234;2.0270856585767536;0.3107703776512709
8;0.1991506822821167;0.08970494009004647;2.091319637828403;0.3454064492757122
9;0.14530476449678342;0.07205394867341966;1.8829977366659376;0.5106038423462047
10;0.10217829794726438;0.04920331628721518;1.7705715245670743;0.32124360596968066
11;0.09304042806486702;0.06805622937951498;1.6960011177592806;0.5487399410456419
12;0.054356842250045806;0.023709957744793227;1.4676661954985724;0.21777584306481812
13;0.041405808304746945;0.030123160318988894;1.3495998753441705;0.3097843406101068
14;0.03754469400478734;0.024169742276214694;1.3572365502516428;0.22171426286610466
15;0.02585316775366664;0.026001441793536945;1.133943219979604;0.26645399478988513
16;0.02674407709338185;0.03731865016531325;1.0887558539708455;0.3677249360829592
17;0.020259381380553047;0.024340902729270888;0.9445926917923821;0.27716814934845185
18;0.019304078455186554;0.02000349728170679;1.051756449540456;0.21542226494186453
19;0.017593016309870615;0.023080680413477238;0.9622997919718425;0.20089703485783603
20;0.011989770891765754;0.01763780873175737;0.7451450251870685;0.20741321980797997
21;0.01258129295375612;0.01845183416306908;0.7649668716722064;0.18953539617359638
22;0.011202363069686624;0.017153065882181788;0.714710780647066;0.19513120813709167
23;0.009082632134151128;0.02396114840596321;0.6949715312984255;0.20598476493744075
24;0.009675362090476685;0.020002507267561972;0.6861570967568291;0.2024043573325293
25;0.010213471522244314;0.016774339024252388;0.6849488837851418;0.19329681533078352
26;0.008753365216155847;0.019950168207330105;0.6415428658326466;0.19814566989403426
27;0.009087241482403544;0.02501897592244657;0.693116555445724;0.21425541953908073
28;0.01101762562757358;0.023074309803794473;0.6989539268943998;0.24219672375669082
29;0.009947687343487308;0.018658488778358635;0.6913312686814203;0.2016045875640379
30;0.0070567732162696;0.020830475211550948;0.643173624906275;0.21794659191121657
31;0.007766400682481213;0.017571145046581985;0.6156341137157546;0.1884820125065744
32;0.0076310507979037035;0.018070263114855656;0.590531419383155;0.18817048954466978
33;0.0061284454332457645;0.02080937798641066;0.5486419396267996;0.19853121065017248
34;0.005764790782187548;0.017930735318845512;0.6213519576523039;0.1972050920646224
35;0.006978554298014691;0.01774959059268109;0.5853762533929613;0.19011058946554033
36;0.008405268475568543;0.023116806345812316;0.7118548679682943;0.21012551696557139
37;0.006507388719829679;0.017615243645508212;0.5792397826910018;0.19319208008043157
38;0.005873510061064735;0.01891510382653602;0.5800781216886308;0.19637728312777147
39;0.005991104434684126;0.020358523575608464;0.589565037853188;0.20324095358244246
40;0.006939678998767502;0.01746589966771555;0.6440808521376715;0.18546738039909139
41;0.005832766102523439;0.019571085276907575;0.5539638151725134;0.20607048301026226
42;0.005333622461572911;0.018648512873510804;0.5499503999948502;0.19483094707959228
43;0.005020849386023151;0.020268003278801593;0.5544906535082393;0.20543368890260658
44;0.004173693228383652;0.017027250628209204;0.4984429198834631;0.18770297480126222
45;0.00657631985636221;0.019709487056469598;0.5903690212302738;0.20255201337341633
46;0.005186489467370039;0.01832756197239481;0.5618682120409276;0.18612145491772228
47;0.00617915127303503;0.02087707221885972;0.5948028679523203;0.20222317616765698
48;0.006091657273160914;0.019132906657038498;0.5596260021130244;0.19979737022270758
49;0.006982732662517164;0.019914536151889373;0.6517303685347239;0.20026213724631817
50;0.004880533628683123;0.020134658928292186;0.5315464026398129;0.2044667580941071
51;0.0062889594028496905;0.018387896278666934;0.6063993404308955;0.19673851024255984
52;0.004861029903663115;0.020537467118346184;0.5385342659221755;0.1986206888531645
53;0.003831940841498888;0.0184415506381457;0.4456531448496713;0.19111814146033593
54;0.003667744586548199;0.018898772152836803;0.49551296366585623;0.18951879083696338
55;0.005128133142392875;0.020762440974643446;0.5493141727315055;0.20359436865482067
56;0.005782976690291737;0.019555244937671686;0.5983424724804031;0.20289604634874397
57;0.005026553683759024;0.019712072341344034;0.5205083613594373;0.19920816415299972
58;0.004395477019716054;0.02062477418525393;0.5047226831316948;0.19932248662743304
59;0.004598914103634242;0.019817933558331585;0.5195782328645389;0.1902078661860691
60;0.004012803741716198;0.01774042193476713;0.4832574785583549;0.1924712262297463
61;0.004581028137666484;0.020531651209522453;0.5320165822903316;0.19417150306204956
62;0.005321832627264989;0.018516615402899738;0.5864227424065273;0.1863622799412244
63;0.003391718296592848;0.018913002055705876;0.49932833164930346;0.18974715813787446
64;0.004568502169826793;0.019013482718663807;0.4531159622801675;0.19717098431040844
65;0.004397962432509909;0.019514309813961322;0.5179410643875599;0.19764197471668013
